time,term,selected_cui,searched_cui
2017-10-19T02:25:00.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:01.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:04.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:05.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:10.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:14.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:18.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:19.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:23.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:25.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:31.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:42.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:48.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:25:57.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:01.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:08.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:15.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:16.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:21.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:24.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:30.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:33.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:36.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:41.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:46.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:52.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:26:54.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:02.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:09.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:17.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:18.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:23.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:27.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:28.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:37.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:46.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:47.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:56.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:27:59.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:09.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:10.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:15.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:17.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:22.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:27.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:29.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:33.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:34.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T02:28:38.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
